Nummer	Kenmerk	Omschrijving	period_start	Jaar	expmean_est	expmean_lwr	expmean_upr
602	Ecotoopgroep	A15	1950	1975	1.479379968	1.212960031	1.804317564
603	Ecotoopgroep	A15	1950	1976	1.439622968	1.180319364	1.755892815
604	Ecotoopgroep	A15	1950	1977	1.398689286	1.146547549	1.706280496
605	Ecotoopgroep	A15	1950	1978	1.357410003	1.112309231	1.656519487
606	Ecotoopgroep	A15	1950	1979	1.316635783	1.078346508	1.607581396
607	Ecotoopgroep	A15	1950	1980	1.277186114	1.045461443	1.560272148
608	Ecotoopgroep	A15	1950	1981	1.239800011	1.014475043	1.515171891
609	Ecotoopgroep	A15	1950	1982	1.205094374	0.986165877	1.472624926
610	Ecotoopgroep	A15	1950	1983	1.17353451	0.961201242	1.43277306
611	Ecotoopgroep	A15	1950	1984	1.145418787	0.940077478	1.395612838
612	Ecotoopgroep	A15	1950	1985	1.120876953	0.923082119	1.361054576
613	Ecotoopgroep	A15	1950	1986	1.099879963	0.91028285	1.32896707
614	Ecotoopgroep	A15	1950	1987	1.082258495	0.901541553	1.299200738
615	Ecotoopgroep	A15	1950	1988	1.067727451	0.896548634	1.271589589
616	Ecotoopgroep	A15	1950	1989	1.055914263	0.894872331	1.245937428
617	Ecotoopgroep	A15	1950	1990	1.046389435	0.896017844	1.2219967
618	Ecotoopgroep	A15	1950	1991	1.038698052	0.899490283	1.199450025
619	Ecotoopgroep	A15	1950	1992	1.032391136	0.904853578	1.177904895
620	Ecotoopgroep	A15	1950	1993	1.027055604	0.911776289	1.156910119
621	Ecotoopgroep	A15	1950	1994	1.022341452	0.920056549	1.135997613
622	Ecotoopgroep	A15	1950	1995	1.017984756	0.929622889	1.114745533
623	Ecotoopgroep	A15	1950	1996	1.013825205	0.940513892	1.092850999
624	Ecotoopgroep	A15	1950	1997	1.009817161	0.952844457	1.070196391
625	Ecotoopgroep	A15	1950	1998	1.006033664	0.966767916	1.04689421
626	Ecotoopgroep	A15	1950	1999	1.002663264	0.982441549	1.023301205
627	Ecotoopgroep	A15	1950	2001	0.998427255	0.977753145	1.019538509
628	Ecotoopgroep	A15	1950	2002	0.998396535	0.957438594	1.041106602
629	Ecotoopgroep	A15	1950	2003	1.000402417	0.939976647	1.064712617
630	Ecotoopgroep	A15	1950	2004	1.004954937	0.926256726	1.09033964
631	Ecotoopgroep	A15	1950	2005	1.012550583	0.917068902	1.117973448
632	Ecotoopgroep	A15	1950	2006	1.023642779	0.913041006	1.147642364
633	Ecotoopgroep	A15	1950	2007	1.038612545	0.914579145	1.179467108
634	Ecotoopgroep	A15	1950	2008	1.057739956	0.921809374	1.213714945
635	Ecotoopgroep	A15	1950	2009	1.081177351	0.934523142	1.250845924
636	Ecotoopgroep	A15	1950	2010	1.108926017	0.952140138	1.291529326
637	Ecotoopgroep	A15	1950	2011	1.140819174	0.973716277	1.336599189
638	Ecotoopgroep	A15	1950	2012	1.176515158	0.998030008	1.38692014
639	Ecotoopgroep	A15	1950	2013	1.215505259	1.023758255	1.44316593
640	Ecotoopgroep	A15	1950	2014	1.257139959	1.049700063	1.505573765
641	Ecotoopgroep	A15	1950	2015	1.300675245	1.074959868	1.57378535
642	Ecotoopgroep	A15	1950	2016	1.345337303	1.09901838	1.646862775
643	Ecotoopgroep	A15	1950	2017	1.390400404	1.121691321	1.723480647
644	Ecotoopgroep	A15	1950	2018	1.435270376	1.143035165	1.80222019
645	Ecotoopgroep	A15	1990	1990	1.034246025	0.761384638	1.404894172
646	Ecotoopgroep	A15	1990	1991	1.029211448	0.782561071	1.353601967
647	Ecotoopgroep	A15	1990	1992	1.023896313	0.804405581	1.303277458
648	Ecotoopgroep	A15	1990	1993	1.018470793	0.826932303	1.254374455
649	Ecotoopgroep	A15	1990	1994	1.013164966	0.85013254	1.207462601
650	Ecotoopgroep	A15	1990	1995	1.008250768	0.873970975	1.163161753
651	Ecotoopgroep	A15	1990	1996	1.004025083	0.898385371	1.122086802
652	Ecotoopgroep	A15	1990	1997	1.000794234	0.923290844	1.084803457
653	Ecotoopgroep	A15	1990	1998	0.998860199	0.9485893	1.051795225
654	Ecotoopgroep	A15	1990	1999	0.998508808	0.974184166	1.023440818
655	Ecotoopgroep	A15	1990	2001	1.00356	0.981604865	1.026006195
656	Ecotoopgroep	A15	1990	2002	1.009375101	0.968253151	1.052243511
657	Ecotoopgroep	A15	1990	2003	1.017586632	0.959800918	1.078851389
658	Ecotoopgroep	A15	1990	2004	1.028286697	0.955954023	1.106092455
659	Ecotoopgroep	A15	1990	2005	1.041514404	0.956261414	1.134367903
660	Ecotoopgroep	A15	1990	2006	1.05725251	0.960118055	1.164213988
661	Ecotoopgroep	A15	1990	2007	1.075424674	0.966788897	1.196267596
662	Ecotoopgroep	A15	1990	2008	1.095893815	0.975463655	1.231192212
663	Ecotoopgroep	A15	1990	2009	1.118462297	0.985340881	1.269568667
664	Ecotoopgroep	A15	1990	2010	1.1428748	0.995721784	1.311774863
665	Ecotoopgroep	A15	1990	2011	1.168824714	1.00608247	1.357891876
666	Ecotoopgroep	A15	1990	2012	1.195964609	1.016100646	1.407666996
667	Ecotoopgroep	A15	1990	2013	1.223920855	1.025635278	1.460540887
668	Ecotoopgroep	A15	1990	2014	1.252311875	1.034677208	1.515723958
669	Ecotoopgroep	A15	1990	2015	1.280768848	1.0432935	1.572298535
670	Ecotoopgroep	A15	1990	2016	1.308957296	1.051581368	1.629326323
671	Ecotoopgroep	A15	1990	2017	1.336597881	1.059638088	1.685947226
672	Ecotoopgroep	A15	1990	2018	1.363485019	1.067546612	1.74146157
673	Ecotoopgroep	A16	1950	1950	2.237863069	1.648607839	3.037733411
674	Ecotoopgroep	A16	1950	1951	2.25313549	1.685072181	3.012701528
675	Ecotoopgroep	A16	1950	1952	2.266282202	1.715005779	2.994762514
676	Ecotoopgroep	A16	1950	1953	2.277237548	1.738353413	2.983174083
677	Ecotoopgroep	A16	1950	1954	2.286000108	1.755421087	2.976947544
678	Ecotoopgroep	A16	1950	1955	2.292639412	1.766854137	2.974889303
679	Ecotoopgroep	A16	1950	1956	2.29727365	1.77354392	2.975661423
680	Ecotoopgroep	A16	1950	1957	2.30003082	1.776495721	2.977852246
681	Ecotoopgroep	A16	1950	1958	2.301006108	1.776685966	2.980059059
682	Ecotoopgroep	A16	1950	1959	2.300225609	1.774934431	2.980976513
683	Ecotoopgroep	A16	1950	1960	2.297622664	1.771812454	2.979474433
684	Ecotoopgroep	A16	1950	1961	2.293029515	1.767598789	2.974648088
685	Ecotoopgroep	A16	1950	1962	2.286184241	1.762283773	2.965832441
686	Ecotoopgroep	A16	1950	1963	2.27675176	1.75561491	2.952582908
687	Ecotoopgroep	A16	1950	1964	2.264356557	1.747171994	2.93463416
688	Ecotoopgroep	A16	1950	1965	2.248613036	1.736445208	2.911845743
689	Ecotoopgroep	A16	1950	1966	2.229147776	1.722907964	2.884135374
690	Ecotoopgroep	A16	1950	1967	2.205647586	1.706099911	2.851463296
691	Ecotoopgroep	A16	1950	1968	2.177895708	1.685689294	2.813822057
692	Ecotoopgroep	A16	1950	1969	2.145796766	1.661512666	2.771236028
693	Ecotoopgroep	A16	1950	1970	2.109392534	1.633591821	2.723775183
694	Ecotoopgroep	A16	1950	1971	2.068866962	1.602126191	2.671581383
695	Ecotoopgroep	A16	1950	1972	2.024540193	1.567462046	2.614904139
696	Ecotoopgroep	A16	1950	1973	1.976852893	1.530045104	2.554138665
697	Ecotoopgroep	A16	1950	1974	1.926343565	1.490368817	2.489853174
698	Ecotoopgroep	A16	1950	1975	1.873622163	1.448933477	2.422788946
699	Ecotoopgroep	A16	1950	1976	1.819343035	1.406228561	2.35382012
700	Ecotoopgroep	A16	1950	1977	1.764179092	1.36274209	2.283871535
701	Ecotoopgroep	A16	1950	1978	1.708797877	1.318989229	2.213808968
702	Ecotoopgroep	A16	1950	1979	1.653839321	1.27554275	2.144329932
703	Ecotoopgroep	A16	1950	1980	1.599894887	1.233045272	2.075887809
704	Ecotoopgroep	A16	1950	1981	1.547488406	1.192189823	2.008673722
705	Ecotoopgroep	A16	1950	1982	1.497059777	1.153668709	1.942661665
706	Ecotoopgroep	A16	1950	1983	1.448953259	1.118104216	1.877701127
707	Ecotoopgroep	A16	1950	1984	1.403412056	1.085981324	1.813627321
708	Ecotoopgroep	A16	1950	1985	1.360580099	1.057600182	1.750357305
709	Ecotoopgroep	A16	1950	1986	1.320510883	1.033057942	1.687948876
710	Ecotoopgroep	A16	1950	1987	1.283182087	1.012261064	1.626612271
711	Ecotoopgroep	A16	1950	1988	1.248513917	0.99496387	1.566676989
712	Ecotoopgroep	A16	1950	1989	1.216388806	0.98082688	1.508524855
713	Ecotoopgroep	A16	1950	1990	1.186670184	0.969487387	1.452505875
714	Ecotoopgroep	A16	1950	1991	1.159218551	0.960632875	1.398856612
715	Ecotoopgroep	A16	1950	1992	1.1339038	0.954065	1.347641752
716	Ecotoopgroep	A16	1950	1993	1.110613573	0.949740135	1.298736848
717	Ecotoopgroep	A16	1950	1994	1.089258136	0.947775075	1.251861669
718	Ecotoopgroep	A16	1950	1995	1.069772771	0.94841495	1.206659364
719	Ecotoopgroep	A16	1950	1996	1.05211882	0.951971624	1.162801479
720	Ecotoopgroep	A16	1950	1997	1.036284389	0.958749234	1.120089901
721	Ecotoopgroep	A16	1950	1998	1.022285236	0.968974611	1.078528882
722	Ecotoopgroep	A16	1950	1999	1.010165842	0.982745195	1.038351583
723	Ecotoopgroep	A16	1950	2001	0.991889825	0.964068584	1.020513935
724	Ecotoopgroep	A16	1950	2002	0.985961905	0.931227275	1.043913666
725	Ecotoopgroep	A16	1950	2003	0.982359504	0.902139123	1.069713275
726	Ecotoopgroep	A16	1950	2004	0.981230312	0.877383056	1.097368952
727	Ecotoopgroep	A16	1950	2005	0.982710009	0.857385985	1.126352634
728	Ecotoopgroep	A16	1950	2006	0.986902743	0.842362861	1.156244023
729	Ecotoopgroep	A16	1950	2007	0.993860219	0.832260494	1.186837705
730	Ecotoopgroep	A16	1950	2008	1.003561561	0.826703155	1.21825567
731	Ecotoopgroep	A16	1950	2009	1.015896305	0.824947164	1.251044125
732	Ecotoopgroep	A16	1950	2010	1.030653105	0.825868015	1.286217415
733	Ecotoopgroep	A16	1950	2011	1.047516764	0.828020161	1.325198856
734	Ecotoopgroep	A16	1950	2012	1.066076008	0.829806405	1.36961832
735	Ecotoopgroep	A16	1950	2013	1.085843526	0.829747216	1.420982368
736	Ecotoopgroep	A16	1950	2014	1.106288056	0.826762498	1.480320242
737	Ecotoopgroep	A16	1950	2015	1.126875683	0.820340053	1.54795417
738	Ecotoopgroep	A16	1950	2016	1.147114775	0.810522705	1.623486051
739	Ecotoopgroep	A16	1950	2017	1.166596981	0.797750378	1.705982916
740	Ecotoopgroep	A16	1950	2018	1.185026696	0.782647687	1.794278949
741	Ecotoopgroep	A16	1990	1990	1.085021458	0.825313757	1.426453338
742	Ecotoopgroep	A16	1990	1991	1.077566306	0.841869219	1.379251217
743	Ecotoopgroep	A16	1990	1992	1.069334404	0.858709711	1.331621214
744	Ecotoopgroep	A16	1990	1993	1.060463045	0.875831824	1.284015764
745	Ecotoopgroep	A16	1990	1994	1.051145042	0.8932104	1.237005188
746	Ecotoopgroep	A16	1990	1995	1.041614964	0.910800181	1.191218181
747	Ecotoopgroep	A16	1990	1996	1.032133918	0.928541441	1.147283661
748	Ecotoopgroep	A16	1990	1997	1.022973885	0.946370153	1.105778289
749	Ecotoopgroep	A16	1990	1998	1.014402739	0.964232423	1.067183483
750	Ecotoopgroep	A16	1990	1999	1.006670865	0.982102122	1.031854233
751	Ecotoopgroep	A16	1990	2001	0.994574494	0.97167649	1.0180121
752	Ecotoopgroep	A16	1990	2002	0.990534901	0.946786562	1.036304728
753	Ecotoopgroep	A16	1990	2003	0.987973546	0.925089116	1.055132647
754	Ecotoopgroep	A16	1990	2004	0.986931705	0.906216001	1.074836671
755	Ecotoopgroep	A16	1990	2005	0.98739806	0.889697911	1.095826929
756	Ecotoopgroep	A16	1990	2006	0.989308304	0.874999922	1.118549722
757	Ecotoopgroep	A16	1990	2007	0.992545927	0.861565084	1.143439347
758	Ecotoopgroep	A16	1990	2008	0.996944514	0.848861052	1.170861075
759	Ecotoopgroep	A16	1990	2009	1.002291978	0.836421909	1.20105559
760	Ecotoopgroep	A16	1990	2010	1.008337264	0.823877301	1.234096433
761	Ecotoopgroep	A16	1990	2011	1.014799921	0.810964365	1.26986946
762	Ecotoopgroep	A16	1990	2012	1.021382653	0.797522975	1.308078332
763	Ecotoopgroep	A16	1990	2013	1.027786426	0.783479035	1.34827467
764	Ecotoopgroep	A16	1990	2014	1.033727149	0.768822359	1.389907311
765	Ecotoopgroep	A16	1990	2015	1.038952326	0.753584984	1.43238249
766	Ecotoopgroep	A16	1990	2016	1.043255835	0.737823673	1.475125802
767	Ecotoopgroep	A16	1990	2017	1.046489014	0.721607833	1.517637704
768	Ecotoopgroep	A16	1990	2018	1.048566758	0.705012001	1.559536921
769	Ecotoopgroep	A16zt	1950	1950	1.497755439	1.131697002	1.982219048
770	Ecotoopgroep	A16zt	1950	1951	1.498059698	1.152424714	1.947357456
771	Ecotoopgroep	A16zt	1950	1952	1.497945645	1.170253665	1.917397248
772	Ecotoopgroep	A16zt	1950	1953	1.497540705	1.184670746	1.893039201
773	Ecotoopgroep	A16zt	1950	1954	1.497016518	1.195406049	1.874725711
774	Ecotoopgroep	A16zt	1950	1955	1.496565581	1.202574369	1.862428301
775	Ecotoopgroep	A16zt	1950	1956	1.496374506	1.206720455	1.855555406
776	Ecotoopgroep	A16zt	1950	1957	1.496596288	1.208727122	1.853024069
777	Ecotoopgroep	A16zt	1950	1958	1.497324918	1.209617623	1.853463331
778	Ecotoopgroep	A16zt	1950	1959	1.498575768	1.210335492	1.855460198
779	Ecotoopgroep	A16zt	1950	1960	1.500274457	1.211577389	1.857762835
780	Ecotoopgroep	A16zt	1950	1961	1.502255564	1.213710264	1.859399105
781	Ecotoopgroep	A16zt	1950	1962	1.50427104	1.216765891	1.859709727
782	Ecotoopgroep	A16zt	1950	1963	1.506006728	1.220489899	1.858316294
783	Ecotoopgroep	A16zt	1950	1964	1.507104313	1.224421835	1.855049742
784	Ecotoopgroep	A16zt	1950	1965	1.507185524	1.227987077	1.849863282
785	Ecotoopgroep	A16zt	1950	1966	1.505875484	1.230585359	1.842749841
786	Ecotoopgroep	A16zt	1950	1967	1.502822757	1.231664098	1.833678713
787	Ecotoopgroep	A16zt	1950	1968	1.497714736	1.230768573	1.822559887
788	Ecotoopgroep	A16zt	1950	1969	1.49028822	1.227566009	1.809237926
789	Ecotoopgroep	A16zt	1950	1970	1.480336062	1.221845974	1.793511541
790	Ecotoopgroep	A16zt	1950	1971	1.467711459	1.213503751	1.775171214
791	Ecotoopgroep	A16zt	1950	1972	1.452331643	1.202515462	1.754045805
792	Ecotoopgroep	A16zt	1950	1973	1.434182416	1.188913501	1.730049495
793	Ecotoopgroep	A16zt	1950	1974	1.413324298	1.172769097	1.703221527
794	Ecotoopgroep	A16zt	1950	1975	1.38990003	1.154186691	1.673751836
795	Ecotoopgroep	A16zt	1950	1976	1.364142024	1.133312936	1.641985547
796	Ecotoopgroep	A16zt	1950	1977	1.336377305	1.110360858	1.608399906
797	Ecotoopgroep	A16zt	1950	1978	1.307026829	1.085645796	1.573551095
798	Ecotoopgroep	A16zt	1950	1979	1.276596274	1.059623127	1.537997808
799	Ecotoopgroep	A16zt	1950	1980	1.245656698	1.032910749	1.502221378
800	Ecotoopgroep	A16zt	1950	1981	1.214815702	1.006277686	1.466570521
801	Ecotoopgroep	A16zt	1950	1982	1.184682275	0.980589674	1.431253183
802	Ecotoopgroep	A16zt	1950	1983	1.155830302	0.956720537	1.396378185
803	Ecotoopgroep	A16zt	1950	1984	1.128766106	0.935453513	1.362026978
804	Ecotoopgroep	A16zt	1950	1985	1.103904169	0.917399307	1.328324979
805	Ecotoopgroep	A16zt	1950	1986	1.081553063	0.902947946	1.295486669
806	Ecotoopgroep	A16zt	1950	1987	1.061911322	0.892258113	1.26382225
807	Ecotoopgroep	A16zt	1950	1988	1.045071363	0.885278324	1.233707099
808	Ecotoopgroep	A16zt	1950	1989	1.031028709	0.88179126	1.205523629
809	Ecotoopgroep	A16zt	1950	1990	1.019693893	0.881473107	1.17958861
810	Ecotoopgroep	A16zt	1950	1991	1.010904977	0.88396036	1.156079977
811	Ecotoopgroep	A16zt	1950	1992	1.004439633	0.888914968	1.134978048
812	Ecotoopgroep	A16zt	1950	1993	1.000026682	0.89607564	1.116036773
813	Ecotoopgroep	A16zt	1950	1994	0.997357832	0.905282204	1.098798409
814	Ecotoopgroep	A16zt	1950	1995	0.996100865	0.916465111	1.082656525
815	Ecotoopgroep	A16zt	1950	1996	0.995915618	0.929603563	1.066957957
816	Ecotoopgroep	A16zt	1950	1997	0.996473653	0.94466756	1.051120821
817	Ecotoopgroep	A16zt	1950	1998	0.997481537	0.961564191	1.034740505
818	Ecotoopgroep	A16zt	1950	1999	0.998706292	0.980104706	1.017660921
819	Ecotoopgroep	A16zt	1950	2001	1.001319336	0.982130441	1.020883143
820	Ecotoopgroep	A16zt	1950	2002	1.002735447	0.96462531	1.042351229
821	Ecotoopgroep	A16zt	1950	2003	1.004430497	0.948182151	1.064015624
822	Ecotoopgroep	A16zt	1950	2004	1.006679377	0.933539151	1.085549939
823	Ecotoopgroep	A16zt	1950	2005	1.009817978	0.921393627	1.106728241
824	Ecotoopgroep	A16zt	1950	2006	1.014202046	0.912328445	1.127451189
825	Ecotoopgroep	A16zt	1950	2007	1.020162289	0.906747757	1.147762526
826	Ecotoopgroep	A16zt	1950	2008	1.027961597	0.904821365	1.167860405
827	Ecotoopgroep	A16zt	1950	2009	1.037759449	0.906438349	1.188105815
828	Ecotoopgroep	A16zt	1950	2010	1.049587302	0.911176013	1.209023821
829	Ecotoopgroep	A16zt	1950	2011	1.063337632	0.918299003	1.231284055
830	Ecotoopgroep	A16zt	1950	2012	1.078768265	0.926811022	1.255639977
831	Ecotoopgroep	A16zt	1950	2013	1.095522545	0.935577071	1.282812164
832	Ecotoopgroep	A16zt	1950	2014	1.113164179	0.94350619	1.313329476
833	Ecotoopgroep	A16zt	1950	2015	1.1312232	0.949740937	1.347384195
834	Ecotoopgroep	A16zt	1950	2016	1.149246932	0.953778429	1.384774987
835	Ecotoopgroep	A16zt	1950	2017	1.166848147	0.955479646	1.424974988
836	Ecotoopgroep	A16zt	1950	2018	1.183742787	0.954983674	1.467299414
837	Ecotoopgroep	A16zt	1990	1990	0.939283576	0.787759095	1.119953603
838	Ecotoopgroep	A16zt	1990	1991	0.945541201	0.808138285	1.106305912
839	Ecotoopgroep	A16zt	1990	1992	0.951458085	0.828704966	1.092394187
840	Ecotoopgroep	A16zt	1990	1993	0.957100771	0.849456805	1.078385482
841	Ecotoopgroep	A16zt	1990	1994	0.962570294	0.870392914	1.064509553
842	Ecotoopgroep	A16zt	1990	1995	0.967995425	0.891512739	1.051039544
843	Ecotoopgroep	A16zt	1990	1996	0.973525616	0.91281605	1.038272854
844	Ecotoopgroep	A16zt	1990	1997	0.979323701	0.934304398	1.026512252
845	Ecotoopgroep	A16zt	1990	1998	0.985558493	0.955984278	1.016047613
846	Ecotoopgroep	A16zt	1990	1999	0.992397504	0.977872004	1.007138769
847	Ecotoopgroep	A16zt	1990	2001	1.008510596	0.99478668	1.022423844
848	Ecotoopgroep	A16zt	1990	2002	1.018053534	0.991584591	1.045229028
849	Ecotoopgroep	A16zt	1990	2003	1.028727742	0.990402604	1.068535929
850	Ecotoopgroep	A16zt	1990	2004	1.040602719	0.991169701	1.092501131
851	Ecotoopgroep	A16zt	1990	2005	1.053715311	0.993737611	1.117313005
852	Ecotoopgroep	A16zt	1990	2006	1.068067436	0.997890294	1.143179822
853	Ecotoopgroep	A16zt	1990	2007	1.083624884	1.003360712	1.170309815
854	Ecotoopgroep	A16zt	1990	2008	1.10031733	1.009853759	1.198884706
855	Ecotoopgroep	A16zt	1990	2009	1.118039768	1.017072152	1.229030723
856	Ecotoopgroep	A16zt	1990	2010	1.136655521	1.024740637	1.260792953
857	Ecotoopgroep	A16zt	1990	2011	1.156000962	1.032623997	1.294118894
858	Ecotoopgroep	A16zt	1990	2012	1.175891933	1.040536215	1.328855081
859	Ecotoopgroep	A16zt	1990	2013	1.196131727	1.048340901	1.364757501
860	Ecotoopgroep	A16zt	1990	2014	1.216520341	1.055945311	1.401513623
861	Ecotoopgroep	A16zt	1990	2015	1.236864562	1.063291272	1.438772222
862	Ecotoopgroep	A16zt	1990	2016	1.256988448	1.070345954	1.476176888
863	Ecotoopgroep	A16zt	1990	2017	1.276743772	1.077094495	1.513399861
864	Ecotoopgroep	A16zt	1990	2018	1.296020176	1.083535275	1.55017408
865	Ecotoopgroep	A18	1950	1950	1.380116599	1.050966393	1.812352744
866	Ecotoopgroep	A18	1950	1951	1.388954318	1.077619176	1.79023735
867	Ecotoopgroep	A18	1950	1952	1.397119104	1.10121157	1.772540213
868	Ecotoopgroep	A18	1950	1953	1.404590947	1.121108823	1.759753994
869	Ecotoopgroep	A18	1950	1954	1.411369356	1.136915701	1.752076655
870	Ecotoopgroep	A18	1950	1955	1.417473752	1.148623006	1.749252651
871	Ecotoopgroep	A18	1950	1956	1.422934511	1.156643766	1.750532603
872	Ecotoopgroep	A18	1950	1957	1.427778338	1.16171487	1.754777385
873	Ecotoopgroep	A18	1950	1958	1.432012325	1.164710021	1.760660819
874	Ecotoopgroep	A18	1950	1959	1.435610674	1.166446628	1.766885819
875	Ecotoopgroep	A18	1950	1960	1.438507023	1.167549596	1.772346513
876	Ecotoopgroep	A18	1950	1961	1.440594035	1.168391213	1.776212582
877	Ecotoopgroep	A18	1950	1962	1.441734352	1.169103444	1.777941852
878	Ecotoopgroep	A18	1950	1963	1.441785644	1.169646332	1.777243074
879	Ecotoopgroep	A18	1950	1964	1.440607996	1.169847206	1.774036291
880	Ecotoopgroep	A18	1950	1965	1.438079145	1.169462371	1.768395188
881	Ecotoopgroep	A18	1950	1966	1.434112562	1.168242789	1.760489222
882	Ecotoopgroep	A18	1950	1967	1.428671583	1.165991392	1.75052964
883	Ecotoopgroep	A18	1950	1968	1.421776156	1.16259995	1.738730022
884	Ecotoopgroep	A18	1950	1969	1.413501191	1.158062693	1.725282775
885	Ecotoopgroep	A18	1950	1970	1.403966173	1.152463535	1.710354345
886	Ecotoopgroep	A18	1950	1971	1.39331926	1.145946578	1.694091678
887	Ecotoopgroep	A18	1950	1972	1.381719537	1.138678059	1.676636222
888	Ecotoopgroep	A18	1950	1973	1.369321097	1.130809273	1.658140158
889	Ecotoopgroep	A18	1950	1974	1.356261838	1.122449896	1.638777981
890	Ecotoopgroep	A18	1950	1975	1.342658283	1.113658105	1.618747493
891	Ecotoopgroep	A18	1950	1976	1.32860618	1.104449537	1.598257161
892	Ecotoopgroep	A18	1950	1977	1.314185331	1.094822192	1.577500983
893	Ecotoopgroep	A18	1950	1978	1.299466386	1.084789936	1.556626619
894	Ecotoopgroep	A18	1950	1979	1.284517293	1.074414421	1.535706002
895	Ecotoopgroep	A18	1950	1980	1.269407544	1.06382512	1.514718428
896	Ecotoopgroep	A18	1950	1981	1.254209294	1.053220579	1.493553187
897	Ecotoopgroep	A18	1950	1982	1.238995376	1.042849999	1.472032932
898	Ecotoopgroep	A18	1950	1983	1.223835165	1.032980407	1.449952488
899	Ecotoopgroep	A18	1950	1984	1.208789702	1.023858556	1.427123439
900	Ecotoopgroep	A18	1950	1985	1.193907564	1.015676964	1.403414001
901	Ecotoopgroep	A18	1950	1986	1.179222624	1.008551134	1.3787759
902	Ecotoopgroep	A18	1950	1987	1.164754217	1.002511485	1.353253711
903	Ecotoopgroep	A18	1950	1988	1.150509611	0.997510466	1.326975917
904	Ecotoopgroep	A18	1950	1989	1.136488123	0.993442996	1.300130212
905	Ecotoopgroep	A18	1950	1990	1.122685936	0.99017671	1.272928053
906	Ecotoopgroep	A18	1950	1991	1.109100669	0.987587023	1.245565469
907	Ecotoopgroep	A18	1950	1992	1.095734981	0.98559065	1.218188451
908	Ecotoopgroep	A18	1950	1993	1.082598938	0.98417044	1.190871431
909	Ecotoopgroep	A18	1950	1994	1.069711315	0.983385195	1.163615543
910	Ecotoopgroep	A18	1950	1995	1.05710035	0.983361141	1.136369035
911	Ecotoopgroep	A18	1950	1996	1.044804603	0.984266508	1.109066143
912	Ecotoopgroep	A18	1950	1997	1.032874382	0.986275396	1.081675051
913	Ecotoopgroep	A18	1950	1998	1.021373812	0.989529646	1.054242758
914	Ecotoopgroep	A18	1950	1999	1.010383088	0.994106859	1.026925803
915	Ecotoopgroep	A18	1950	2001	0.99033955	0.973847555	1.007110835
916	Ecotoopgroep	A18	1950	2002	0.981530628	0.948924463	1.01525718
917	Ecotoopgroep	A18	1950	2003	0.973709105	0.925713779	1.024192837
918	Ecotoopgroep	A18	1950	2004	0.967007392	0.904671213	1.033638831
919	Ecotoopgroep	A18	1950	2005	0.961541194	0.886168758	1.043324377
920	Ecotoopgroep	A18	1950	2006	0.957394799	0.870440555	1.053035495
921	Ecotoopgroep	A18	1950	2007	0.95460655	0.857534073	1.062667588
922	Ecotoopgroep	A18	1950	2008	0.95315634	0.847270304	1.072275288
923	Ecotoopgroep	A18	1950	2009	0.952956925	0.83922031	1.082107869
924	Ecotoopgroep	A18	1950	2010	0.953850749	0.832711792	1.092612425
925	Ecotoopgroep	A18	1950	2011	0.955613755	0.826884099	1.104384097
926	Ecotoopgroep	A18	1950	2012	0.957967136	0.820803363	1.118052234
927	Ecotoopgroep	A18	1950	2013	0.960597051	0.81362277	1.13412103
928	Ecotoopgroep	A18	1950	2014	0.963180855	0.804736644	1.15282107
929	Ecotoopgroep	A18	1950	2015	0.965416552	0.793865482	1.174039104
930	Ecotoopgroep	A18	1950	2016	0.967050492	0.781042951	1.197356243
931	Ecotoopgroep	A18	1950	2017	0.967897547	0.766527125	1.222168962
932	Ecotoopgroep	A18	1950	2018	0.967848744	0.750682616	1.247839195
933	Ecotoopgroep	A18	1990	1990	1.05506402	0.818936311	1.359275527
934	Ecotoopgroep	A18	1990	1991	1.051450479	0.837907946	1.319414758
935	Ecotoopgroep	A18	1990	1992	1.047060585	0.857076349	1.279157766
936	Ecotoopgroep	A18	1990	1993	1.041965402	0.876347102	1.238883424
937	Ecotoopgroep	A18	1990	1994	1.036279171	0.895582336	1.199079613
938	Ecotoopgroep	A18	1990	1995	1.030156361	0.914612197	1.160297373
939	Ecotoopgroep	A18	1990	1996	1.023783818	0.933245871	1.123105216
940	Ecotoopgroep	A18	1990	1997	1.017369507	0.951283591	1.088046428
941	Ecotoopgroep	A18	1990	1998	1.011129531	0.968530601	1.055602093
942	Ecotoopgroep	A18	1990	1999	1.005275003	0.984813629	1.026161501
943	Ecotoopgroep	A18	1990	2001	0.995471386	0.977262729	1.014019313
944	Ecotoopgroep	A18	1990	2002	0.991820846	0.957951794	1.026887362
945	Ecotoopgroep	A18	1990	2003	0.989139125	0.941914588	1.038731347
946	Ecotoopgroep	A18	1990	2004	0.987472314	0.928832874	1.049813802
947	Ecotoopgroep	A18	1990	2005	0.986819938	0.918216128	1.060549428
948	Ecotoopgroep	A18	1990	2006	0.987134713	0.909408474	1.071504137
949	Ecotoopgroep	A18	1990	2007	0.988323931	0.901623305	1.083361739
950	Ecotoopgroep	A18	1990	2008	0.990252587	0.894016867	1.096847522
951	Ecotoopgroep	A18	1990	2009	0.992748491	0.885795049	1.1126158
952	Ecotoopgroep	A18	1990	2010	0.995609569	0.876322488	1.13113429
953	Ecotoopgroep	A18	1990	2011	0.998613475	0.865192703	1.152608971
